Time [s],PID,Address,Endpoint,Frame #,Data,CRC
-0.000000083333333,SOF,,,'781' (0x30D),,'27' (0x1B)
0.001000083333333,SOF,,,'782' (0x30E),,'19' (0x13)
0.002000250000000,SOF,,,'783' (0x30F),,'12' (0x0C)
0.003000375000000,SOF,,,'784' (0x310),,'17' (0x11)
0.003891750000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.003895125000000,NAK,,,,,
0.003920375000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.003923708333333,NAK,,,,,
0.004000541666667,SOF,,,'785' (0x311),,'14' (0x0E)
0.004003875000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004007208333333,NAK,,,,,
0.004043291666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004081541666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004084916666667,NAK,,,,,
0.004086958333333,OUT,'6' (0x06),'1' (0x01),,,'4' (0x04)
0.004090208333333,DATA0,,,,'27' (0x1B) '5' (0x05),'48180' (0xBC34)
0.004094916666667,ACK,,,,,
0.004111958333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004115333333333,NAK,,,,,
0.004157250000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004160583333333,NAK,,,,,
0.004195833333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004199166666667,NAK,,,,,
0.004233916666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004237250000000,NAK,,,,,
0.004282416666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004285750000000,NAK,,,,,
0.004320583333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004323916666667,NAK,,,,,
0.004358750000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004362083333333,NAK,,,,,
0.004407166666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004410500000000,NAK,,,,,
0.004445583333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004479041666667,NAK,,,,,
0.004513083333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004516458333333,NAK,,,,,
0.004551666666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004555041666667,NAK,,,,,
0.004582458333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004585791666667,NAK,,,,,
0.004619875000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004623208333333,NAK,,,,,
0.004658125000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004661458333333,NAK,,,,,
0.004700541666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004703875000000,NAK,,,,,
0.004730791666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004734125000000,NAK,,,,,
0.004782291666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004785625000000,NAK,,,,,
0.004820958333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.004824291666667,DATA0,,,,0 (0x30) '3' (0x03),'20138' (0x4EAA)
0.004828791666667,ACK,,,,,
0.005000708333333,SOF,,,'786' (0x312),,'6' (0x06)
0.006000833333333,SOF,,,'787' (0x313),,'25' (0x19)
0.007001000000000,SOF,,,'788' (0x314),,'22' (0x16)
0.008001166666667,SOF,,,'789' (0x315),,\t (0x09)
0.009001291666667,SOF,,,'790' (0x316),,'1' (0x01)
0.010001458333333,SOF,,,'791' (0x317),,'30' (0x1E)
0.011001625000000,SOF,,,'792' (0x318),,'31' (0x1F)
0.012001750000000,SOF,,,'793' (0x319),,'0' (0x00)
0.013001916666667,SOF,,,'794' (0x31A),,'8' (0x08)
0.014002083333333,SOF,,,'795' (0x31B),,'23' (0x17)
0.015002208333333,SOF,,,'796' (0x31C),,'24' (0x18)
0.016002375000000,SOF,,,'797' (0x31D),,'7' (0x07)
0.017002541666667,SOF,,,'798' (0x31E),,'15' (0x0F)
0.018002666666667,SOF,,,'799' (0x31F),,'16' (0x10)
0.019002833333333,SOF,,,'800' (0x320),,'28' (0x1C)
0.020003000000000,SOF,,,'801' (0x321),,'3' (0x03)
0.021003125000000,SOF,,,'802' (0x322),,'11' (0x0B)
0.022003291666667,SOF,,,'803' (0x323),,'20' (0x14)
0.023003458333333,SOF,,,'804' (0x324),,'27' (0x1B)
0.024003583333333,SOF,,,'805' (0x325),,'4' (0x04)
0.025003750000000,SOF,,,'806' (0x326),,'12' (0x0C)
0.026003916666667,SOF,,,'807' (0x327),,'19' (0x13)
