Time [s],PID,Address,Endpoint,Frame #,Data,CRC
0.118467125000000,SOF,,,'1843' (0x733),,'28' (0x1C)
0.119467291666667,SOF,,,'1844' (0x734),,'19' (0x13)
0.121467583333333,SOF,,,'1846' (0x736),,'4' (0x04)
0.122467750000000,SOF,,,'1847' (0x737),,'27' (0x1B)
0.123467916666667,SOF,,,'1848' (0x738),,'26' (0x1A)
0.124468041666667,SOF,,,'1849' (0x739),,'5' (0x05)
0.125468208333333,SOF,,,'1850' (0x73A),,\r (0x0D)
0.126468375000000,SOF,,,'1851' (0x73B),,'18' (0x12)
0.127468500000000,SOF,,,'1852' (0x73C),,'29' (0x1D)
0.128468666666667,SOF,,,'1853' (0x73D),,'2' (0x02)
0.129468833333333,SOF,,,'1854' (0x73E),,\n (0x0A)
0.130468958333333,SOF,,,'1855' (0x73F),,'21' (0x15)
0.131469125000000,SOF,,,'1856' (0x740),,'18' (0x12)
0.132469291666667,SOF,,,'1857' (0x741),,\r (0x0D)
0.133469458333333,SOF,,,'1858' (0x742),,'5' (0x05)
0.134469583333333,SOF,,,'1859' (0x743),,'26' (0x1A)
0.135469750000000,SOF,,,'1860' (0x744),,'21' (0x15)
0.136469916666667,SOF,,,'1861' (0x745),,\n (0x0A)
0.137470041666667,SOF,,,'1862' (0x746),,'2' (0x02)
0.138470208333333,SOF,,,'1863' (0x747),,'29' (0x1D)
0.139470375000000,SOF,,,'1864' (0x748),,'28' (0x1C)
0.140470500000000,SOF,,,'1865' (0x749),,'3' (0x03)
0.141470666666667,SOF,,,'1866' (0x74A),,'11' (0x0B)
0.142470833333333,SOF,,,'1867' (0x74B),,'20' (0x14)
0.144471125000000,SOF,,,'1869' (0x74D),,'4' (0x04)
0.145471250000000,SOF,,,'1870' (0x74E),,'12' (0x0C)
0.146471416666667,SOF,,,'1871' (0x74F),,'19' (0x13)
0.147471541666667,SOF,,,'1872' (0x750),,'14' (0x0E)
0.148471708333333,SOF,,,'1873' (0x751),,'17' (0x11)
0.149471875000000,SOF,,,'1874' (0x752),,'25' (0x19)
0.150472000000000,SOF,,,'1875' (0x753),,'6' (0x06)
0.151472166666667,SOF,,,'1876' (0x754),,\t (0x09)
0.152472333333333,SOF,,,'1877' (0x755),,'22' (0x16)
0.154472625000000,SOF,,,'1879' (0x757),,'1' (0x01)
0.155472791666667,SOF,,,'1880' (0x758),,'0' (0x00)
0.156472958333333,SOF,,,'1881' (0x759),,'31' (0x1F)
0.157473083333333,SOF,,,'1882' (0x75A),,'23' (0x17)
0.158473250000000,SOF,,,'1883' (0x75B),,'8' (0x08)
0.159473416666667,SOF,,,'1884' (0x75C),,'7' (0x07)
0.160473583333333,SOF,,,'1885' (0x75D),,'24' (0x18)
0.161473708333333,SOF,,,'1886' (0x75E),,'16' (0x10)
