Time [s],PID,Address,Endpoint,Frame #,Data,CRC
-0.000000083333333,SOF,,,'1983' (0x7BF),,'3' (0x03)
0.001000083333333,SOF,,,'1984' (0x7C0),,'4' (0x04)
0.002000250000000,SOF,,,'1985' (0x7C1),,'27' (0x1B)
0.003000416666667,SOF,,,'1986' (0x7C2),,'19' (0x13)
0.004000541666667,SOF,,,'1987' (0x7C3),,'12' (0x0C)
0.005000708333333,SOF,,,'1988' (0x7C4),,'3' (0x03)
0.006000875000000,SOF,,,'1989' (0x7C5),,'28' (0x1C)
0.007001000000000,SOF,,,'1990' (0x7C6),,'20' (0x14)
0.008001166666667,SOF,,,'1991' (0x7C7),,'11' (0x0B)
0.009001333333333,SOF,,,'1992' (0x7C8),,\n (0x0A)
0.010001458333333,SOF,,,'1993' (0x7C9),,'21' (0x15)
0.011001625000000,SOF,,,'1994' (0x7CA),,'29' (0x1D)
0.012001791666667,SOF,,,'1995' (0x7CB),,'2' (0x02)
0.013001916666667,SOF,,,'1996' (0x7CC),,\r (0x0D)
0.013850125000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.013853500000000,NAK,,,,,
0.013889583333333,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.013892916666667,NAK,,,,,
0.013928166666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.013931500000000,NAK,,,,,
0.014002083333333,SOF,,,'1997' (0x7CD),,'18' (0x12)
0.014005416666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.014008750000000,NAK,,,,,
0.014033916666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.014037250000000,NAK,,,,,
0.014055583333333,OUT,'6' (0x06),'1' (0x01),,,'4' (0x04)
0.014058750000000,DATA0,,,,'27' (0x1B) '5' (0x05),'48180' (0xBC34)
0.014063416666667,ACK,,,,,
0.014072750000000,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.014076083333333,NAK,,,,,
0.014111666666667,IN,'6' (0x06),'2' (0x02),,,'23' (0x17)
0.014115041666667,NAK,,,,,
